,geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,chromosome,start,end,approvedSymbol
6588,ENSG00000169344,22,8,0,1,0,1,694.5559821620203,427337.4491868293,2009-05-10,0,2,0,0,8,1,0,0,0,2,0,62,1,0,0,2,0,0,0,0,0,0,2,80,-0.24100006,0.49359,-1.7352,1,1.0,0.5,16,20333051,20356301,UMOD
6589,ENSG00000117971,8,6,1,0,0,1,7199.506564314878,539013.8231881644,2017-12-06,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,11,0.22799999,1.7163,-0.007388,4,0.5,0.5,15,78624111,78727754,CHRNB4
6590,ENSG00000119401,18,6,0,0,0,1,15105.25930955241,1424218.0900670097,2013-06-23,5,0,0,0,9,2,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,10,38,0.26999998,1.7542,0.88128,2,-1.0,0.0,9,116687305,116701300,TRIM32
6591,ENSG00000151465,8,6,1,0,0,1,2554.034444851594,394357.452283155,2010-09-16,0,0,0,1,3,40,0,0,0,0,7,3,0,0,0,0,1,0,0,0,0,0,0,55,-0.013000011,0.80762,-0.3873,0,-1.0,-1.0,10,12195965,12250589,CDC123
6592,ENSG00000163600,5,5,0,0,0,1,5617.422898742555,298389.02809443185,2018-08-13,1,0,0,0,0,0,1,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,11,-0.273,0.85099,-0.25255,5,0.75,0.5,2,203936763,203961577,ICOS
6593,ENSG00000141252,5,4,1,0,1,1,852.7116564417178,1424218.0900670097,2013-04-01,14,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0.227,1.8529,-0.088347,1,-1.0,-1.0,17,508503,721717,VPS53
6594,ENSG00000131016,7,4,1,0,0,1,100075.58738100652,219793.50457789513,2020-04-27,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0.504,1.388,1.3357,2,-1.0,-1.0,6,151239967,151358559,AKAP12
6595,ENSG00000163344,4,4,1,1,0,1,95905.57783546533,220837.49604317299,2024-07-19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0.13099998,0.7558,-0.32185,2,-1.0,-1.0,1,154924740,154936719,PMVK
6596,ENSG00000197461,7,4,1,0,0,1,13883.57970142381,180089.50342935527,2018-08-13,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,2,14,0.63600004,0.73223,-1.2473,9,0.5,-1.0,7,497258,520296,PDGFA
6597,ENSG00000099331,4,3,1,0,0,1,219793.50457789513,521818.7070055739,2021-01-04,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.57,3.7698,-0.24062,9,0.5,-1.0,19,17075777,17214537,MYO9B
6598,ENSG00000141441,3,3,0,0,0,1,28292.123952140868,86355.0747064496,2023-01-18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.49299997,1.1886,0.12188,0,0.5,0.0,18,32124877,32470882,GAREM1
6599,ENSG00000115956,4,3,1,0,1,1,38092.548464040476,196178.71491042234,2019-08-16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,0.19099998,0.50143,0.50569,1,1.0,0.0,2,68365282,68397453,PLEK
6600,ENSG00000118690,6,3,0,0,0,1,39507.00295325707,298504.9722193353,2017-02-06,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,10,0.06400001,1.587,0.38595,0,0.5,-1.0,6,108848416,108974476,ARMC2
6601,ENSG00000136697,3,3,1,0,1,1,13219.952617929488,384314.83364002535,2015-10-26,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,-0.576,-0.10528,-0.5809,2,1.0,0.5,2,113067970,113075843,IL1F10
6602,ENSG00000100219,4,2,1,0,1,1,87515.7591699547,414433.58532016096,2023-01-18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.222,0.26437,-0.4143,3,0.5,-1.0,22,28794555,28800597,XBP1
6603,ENSG00000158545,2,2,0,0,0,1,49742.651617673284,338763.57771536184,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.874,0.12458,-2.0261,1,-1.0,-1.0,16,88570403,88631964,ZC3H18
6604,ENSG00000176142,2,2,0,0,1,1,3511.742535866615,83896.55822718568,2017-04-20,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0.42000002,2.7079,1.1977,0,-1.0,-1.0,3,119428949,119468830,TMEM39A
6605,ENSG00000035403,2,2,1,0,0,1,89519.16315227402,106176.1187815965,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.53900003,4.2503,1.9453,13,-1.0,-1.0,10,73995193,74121363,VCL
6606,ENSG00000164062,2,2,1,0,0,1,71117.27631467933,229954.37886203246,2023-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0.13,1.1763,0.67109,2,-1.0,-1.0,3,49674014,49683971,APEH
6607,ENSG00000092421,2,2,1,0,0,1,201549.9575922349,226101.35678720698,2023-01-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0.663,-0.19497,-1.7766,1,0.5,-1.0,5,116443555,116574823,SEMA6A
6608,ENSG00000107929,2,2,1,0,0,1,230316.30849350386,521818.7070055739,2019-05-31,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.71099997,1.9892,0.30502,0,-1.0,-1.0,10,806933,931821,LARP4B
6609,ENSG00000154678,2,2,0,0,0,1,4917.108320036471,26547.65100671141,2018-03-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.157,2.1004,0.20479,1,0.5,0.0,7,31751179,32428131,PDE1C
6610,ENSG00000090989,1,1,0,0,0,1,3761.559198542805,3761.559198542805,2013-06-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.314,2.6685,0.36156,3,-1.0,-1.0,4,55853648,55905086,EXOC1
6611,ENSG00000160593,1,1,1,0,1,1,39707.309018073414,50175.980946411786,2019-07-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.16399997,1.1666,1.0417,2,0.5,0.0,11,118193725,118225092,JAML
6612,ENSG00000182053,3,3,0,0,0,1,71329.99611279755,275021.63051358337,2022-10-12,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0.055000007,0.55273,-0.86727,0,,,11,49027501,49038451,TRIM49B
6613,ENSG00000176540,2,2,0,0,0,1,107949.90929360976,156470.480665571,2023-01-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,1,,,11,48365485,48366465,OR4C5
6614,ENSG00000183640,1,1,0,0,0,1,25967.06754524981,25967.06754524981,2023-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.61899996,0.21057,0.18343,1,1.0,1.0,21,30812697,30813274,KRTAP8-1
6615,ENSG00000070081,1,1,0,1,1,1,151416.12986435954,151416.12986435954,2023-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.25399995,0.64679,0.13758,0,0.5,-1.0,11,17208153,17349980,NUCB2
6616,ENSG00000100614,2,1,0,0,0,1,13140.372888791402,414433.58532016096,2018-02-14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.62,4.1142,0.9299,2,0.5,-1.0,14,60245752,60299087,PPM1A
6617,ENSG00000112972,1,1,1,0,0,1,220837.49604317299,521818.7070055739,2023-11-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.824,4.1317,1.6411,3,0.5,-1.0,5,43287470,43313512,HMGCS1
6618,ENSG00000142698,1,1,0,0,0,1,5685.699118970653,5685.699118970653,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.021999955,0.19196,0.15327,0,1.0,1.0,1,34166883,34219131,C1orf94
6619,ENSG00000152078,2,1,0,0,0,1,49367.473680139236,323648.5577791949,2021-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.473,1.0257,0.16195,0,1.0,-1.0,1,95117355,95197607,TLCD4
6620,ENSG00000178750,1,1,0,0,0,1,56614.28807963426,56614.28807963426,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.41900003,-0.39466,-0.19652,0,0.5,0.0,3,94014365,94028597,STX19
6621,ENSG00000189157,1,1,1,0,0,1,12283.42801815431,263416.51565448404,2011-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,-0.17200005,0.67084,-0.11864,0,-1.0,0.0,4,76214040,76283783,FAM47E
6622,ENSG00000115970,30,12,1,0,1,1,1225.1182294700059,645988.1975077938,2008-03-30,30,0,1,2,7,15,0,1,0,2,1,2,0,0,0,1,0,0,0,13,0,0,4,79,-0.17799997,-4.3399,-2.8973,1,-1.0,-1.0,2,43230851,43596038,THADA
6623,ENSG00000072041,9,7,0,0,0,1,4130.052768088722,1129585.974638378,2015-11-06,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,0,2,10,0.40399998,1.7844,-0.84526,2,0.5,0.5,12,84859491,84913629,SLC6A15
6624,ENSG00000166833,9,7,0,0,1,1,576.1087314662274,414433.58532016096,2022-02-07,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,8,0.712,2.9877,0.099667,0,0.5,0.0,11,19350724,20121601,NAV2
6625,ENSG00000124203,21,7,1,0,1,1,12542.479619943082,500292.45069431677,2012-11-01,0,0,4,0,17,0,0,0,0,0,1,1,0,0,1,0,0,0,0,10,0,0,4,38,0.17799997,-0.5355,-0.83931,0,0.5,0.5,20,59123381,59259113,ZNF831
6626,ENSG00000147889,15,6,1,0,1,1,8369.05237229488,804063.9714459113,2012-09-01,11,0,0,1,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,24,0.20899999,-1.3314,-1.2112,21,0.5,0.0,9,21967752,21995301,CDKN2A
6627,ENSG00000111328,8,6,1,0,0,1,53369.71648873449,1990918.947961699,2016-05-16,2,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,10,-0.52199996,1.3067,-0.26147,0,0.5,-1.0,12,123250112,123272334,CDK2AP1
6628,ENSG00000174749,8,6,1,0,0,1,35002.83947832971,1778690.168860174,2016-05-16,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,4,14,-0.19200003,0.039351,-0.73912,0,-1.0,0.0,4,112145454,112195256,FAM241A
6629,ENSG00000150051,7,5,1,0,0,1,47408.95172709719,521818.7070055739,2022-03-24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,8,0.425,0.026042,-0.013099,0,0.5,0.0,10,27672874,27746060,MKX
6630,ENSG00000205683,11,5,1,0,0,1,4847.839591114606,645988.1975077938,2017-06-09,9,0,0,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,22,0.509,1.4757,-0.15469,4,0.5,0.5,14,72609034,72894101,DPF3
6631,ENSG00000137872,12,4,1,0,0,1,1107.372972972973,1778690.168860174,2016-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,3,20,0.604,2.1587,0.33021,1,0.5,0.0,15,47184101,47774228,SEMA6D
6632,ENSG00000198822,12,4,1,0,0,1,606.6666666666666,633132.2332759313,2014-07-22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,0,0,18,0.50699997,3.2438,0.39112,2,1.0,0.5,7,86643909,86864879,GRM3
6633,ENSG00000183072,10,3,1,0,0,1,4245.506600377164,756470.9740366563,2018-03-12,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0.679,0.35138,0.036867,3,1.0,0.5,5,173232109,173235311,NKX2-5
6634,ENSG00000189114,3,3,0,0,1,1,141553.2677895436,290494.30239723594,2021-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,5,-0.83599997,-1.3295,-1.1953,1,-1.0,-1.0,19,45178784,45216933,BLOC1S3
6635,ENSG00000197272,5,3,1,1,1,1,9770.187636657778,42695.388792574355,2012-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0.29799998,0.32572,0.41271,1,1.0,0.5,16,28499362,28512051,IL27
6636,ENSG00000173821,4,3,1,0,1,1,2201.586503948313,360605.992793193,2016-05-16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0.30800003,4.9553,1.2474,3,-1.0,-1.0,17,80260852,80398794,RNF213
6637,ENSG00000164695,3,2,1,0,1,1,8116.851928965095,404399.6052088398,2013-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-0.393,-0.064782,-0.26281,9,0.5,0.0,8,81732448,81759515,CHMP4C
6638,ENSG00000124795,2,2,1,0,0,1,281079.0730593847,281079.0730593847,2023-01-18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.232,0.42422,-0.64912,3,-1.0,-1.0,6,18223860,18264548,DEK
6639,ENSG00000144115,6,2,1,0,1,1,6021.72810122829,249965.96240703977,2018-05-08,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,-0.12199998,1.4055,0.32495,0,-1.0,0.0,2,88170295,88186636,THNSL2
6640,ENSG00000168385,2,2,1,0,0,1,189845.9324918578,189845.9324918578,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.014999986,1.9501,-0.75868,1,-1.0,-1.0,2,241315100,241354027,SEPTIN2
6641,ENSG00000088053,3,2,1,1,1,1,56614.28807963426,135593.17169557852,2019-08-16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,-0.73399997,-0.28432,-0.5285,3,0.5,0.5,19,55013705,55038264,GP6
6642,ENSG00000102780,4,2,1,0,0,1,3225.687880597015,252346.18526092035,2012-03-01,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,17,0.311,2.7811,0.082562,1,-1.0,0.0,13,42040036,42256578,DGKH
6643,ENSG00000157445,2,2,0,0,0,0,1173.5007132667617,1424218.0900670097,2018-10-08,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.546,1.5521,-1.2837,1,0.5,0.0,3,54122552,55074557,CACNA2D3
6644,ENSG00000171695,2,2,1,0,0,1,116002.32385328812,233499.4066209918,2023-01-18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-0.96300006,-3.414,-2.5863,0,1.0,0.5,20,64083376,64084398,LKAAEAR1
6645,ENSG00000106565,1,1,1,0,0,0,89589.23835564002,89589.23835564002,2024-01-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.25600004,-0.1063,0.62277,0,1.0,-1.0,7,150791285,150801360,TMEM176B
6646,ENSG00000117115,1,1,1,0,0,1,58392.07057732553,83932.6290685273,2013-12-25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-0.32500005,0.17522,0.60578,2,0.5,0.0,1,17066761,17119451,PADI2
6647,ENSG00000119718,1,1,1,0,0,1,394357.452283155,394357.452283155,2020-10-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.25,1.8987,1.1877,1,-1.0,-1.0,14,75002921,75012366,EIF2B2
6648,ENSG00000137975,1,1,0,0,0,0,5641.082869198312,5641.082869198312,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.14400005,0.93036,-0.25521,1,0.5,0.5,1,86424171,86456553,CLCA2
6649,ENSG00000148634,1,1,0,0,0,1,645988.1975077938,645988.1975077938,2025-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.671,4.6381,0.64568,1,-1.0,-1.0,10,67921899,68075301,HERC4
6650,ENSG00000283873,1,1,0,0,0,1,1560.6893280632412,1560.6893280632412,2024-10-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,11,4287084,4288185,SSU72L4
6651,ENSG00000143157,1,1,1,0,0,1,1129585.974638378,1129585.974638378,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.581,4.035,1.4741,0,-1.0,-1.0,1,166839447,166856359,POGK
6652,ENSG00000149115,1,1,0,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.56200004,0.82671,0.58758,3,-1.0,-1.0,11,57299638,57324952,TNKS1BP1
6653,ENSG00000180432,2,1,1,0,0,1,11231.262381898725,13756.062794259458,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,-0.865,0.57996,0.85505,6,1.0,0.5,3,42856005,42875898,CYP8B1
6654,ENSG00000185615,1,1,0,0,1,1,358386.30063935445,358386.30063935445,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.76199996,-3.2032,-3.4803,1,1.0,0.0,16,283164,287215,PDIA2
6655,ENSG00000204272,1,1,0,0,0,1,72098.8014618248,72098.8014618248,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,-1.0,-1.0,X,56729241,56819179,NBDY
6656,ENSG00000078699,4,1,1,0,0,1,189557.6027707886,482893.2730520582,2020-09-04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.686,2.5578,0.32177,1,-1.0,-1.0,20,33490075,33650036,CBFA2T2
6657,ENSG00000086619,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16500002,0.43392,-0.71683,1,1.0,-1.0,1,236214681,236282019,ERO1B
6658,ENSG00000104946,1,1,1,1,1,0,756470.9740366563,756470.9740366563,2025-04-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.11199999,-1.5725,-3.0934,1,0.5,-1.0,19,49877666,49888750,TBC1D17
6659,ENSG00000114739,2,1,1,0,0,1,203090.6413944402,203090.6413944402,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.592,3.0549,-0.2546,4,-1.0,0.0,3,38453890,38493142,ACVR2B
6660,ENSG00000130561,1,1,0,0,0,1,135095.86576106868,254373.32653042395,2020-05-06,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07700002,0.64315,0.61885,2,1.0,0.5,2,233307816,233347055,SAG
6661,ENSG00000178233,1,1,0,0,0,1,14639.784588829983,58392.07057732553,2013-12-25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0.013999999,0.35249,-1.6456,0,1.0,0.5,6,44270450,44307506,TMEM151B
6662,ENSG00000213996,21,9,1,0,1,1,5614.037386505252,1424218.0900670097,2018-08-13,7,0,0,0,1,3,18,0,0,0,0,0,1,0,0,1,0,0,4,9,0,0,10,54,0.037,0.19852,0.063051,0,0.75,0.5,19,19264364,19273391,TM6SF2
6663,ENSG00000164330,22,8,1,0,0,1,14790.180826912794,1424218.0900670097,2013-04-01,14,0,2,0,15,5,0,0,0,0,0,0,5,0,1,0,0,0,0,7,0,0,15,64,0.736,3.5096,-0.023276,2,0.5,0.0,5,158695920,159099916,EBF1
6664,ENSG00000100311,11,6,1,0,0,1,5426.200199914322,378712.0243337037,2010-11-21,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,24,0.527,0.82769,-0.18554,8,-1.0,0.0,22,39223359,39244982,PDGFB
6665,ENSG00000122691,30,6,1,0,0,1,2201.586503948313,502231.5406594711,2012-05-31,2,0,0,0,57,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,0,0,18,88,-0.45099998,-0.22258,-2.6565,4,0.5,0.0,7,19020991,19117636,TWIST1
6666,ENSG00000144152,5,5,1,0,0,1,3602.2757558061817,235397.69820205137,2017-11-23,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,11,-0.03400004,0.43365,-0.56672,0,-1.0,0.0,2,112138385,112188218,FBLN7
6667,ENSG00000165966,6,5,1,0,0,1,3154.6966051857794,1778690.168860174,2014-05-19,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,10,0.106000006,-1.3768,-1.4126,0,0.5,0.0,12,41188320,41574745,PDZRN4
6668,ENSG00000166971,5,5,0,0,0,1,279992.27535235474,576962.439213685,2023-01-18,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,10,0.388,2.0383,1.594,0,-1.0,-1.0,16,53491040,53504411,AKTIP
6669,ENSG00000183230,7,5,1,0,0,1,36733.9862649063,1129585.974638378,2021-02-09,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11,0.125,-0.48097,-1.0516,0,0.75,0.5,10,65912457,67763637,CTNNA3
6670,ENSG00000186575,4,4,1,0,0,1,55635.00408218119,205739.47405036874,2021-06-14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.81299996,2.853,0.13707,2,-1.0,-1.0,22,29603553,29698598,NF2
6671,ENSG00000126456,8,4,1,0,1,1,22938.587937312015,323648.5577791949,2018-02-26,8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,16,0.051,0.91408,0.27853,16,-1.0,-1.0,19,49659569,49665875,IRF3
6672,ENSG00000168421,4,4,1,0,0,1,46536.46918214105,381165.6245253304,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4,0.157,2.4827,-0.43277,1,0.75,0.0,4,40191011,40246967,RHOH
6673,ENSG00000121807,5,4,1,0,0,1,9724.911607071434,519652.4132779146,2011-11-06,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,-0.82500005,0.9264,0.14524,4,0.5,0.0,3,46353864,46360940,CCR2
6674,ENSG00000167653,14,4,1,1,0,1,3980.620486431807,301203.06999851385,2010-10-24,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,-0.865,-0.78981,-0.1686,1,1.0,0.0,8,142670308,142682725,PSCA
6675,ENSG00000007341,4,3,1,0,0,1,1764.0167799089645,180344.38517486732,2020-01-20,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.037999988,1.7886,0.81116,0,1.0,-1.0,1,112523514,112620825,ST7L
6676,ENSG00000136205,15,3,1,0,0,1,43372.03071242184,521818.7070055739,2014-09-14,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37,0.573,1.2787,-0.75178,1,-1.0,-1.0,7,47275154,47582558,TNS3
6677,ENSG00000178385,5,3,0,0,0,1,93139.63789601182,1424218.0900670097,2020-06-15,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.339,2.1636,0.76439,0,-1.0,0.0,2,207821288,208025527,PLEKHM3
6678,ENSG00000144331,4,3,1,0,0,1,33410.38706087121,427337.4491868293,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0.24900001,1.0099,1.0167,0,0.5,0.0,2,179441982,179861612,ZNF385B
6679,ENSG00000159184,5,3,0,0,1,1,11391.28506861999,521818.7070055739,2020-12-08,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,-0.273,0.25265,-0.17054,0,0.75,0.5,17,48724763,48728750,HOXB13
6680,ENSG00000100731,2,2,1,0,0,1,116547.04276487474,358386.30063935445,2018-10-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0.592,2.0038,0.8082,0,-1.0,-1.0,14,70907405,71115382,PCNX1
6681,ENSG00000163618,2,2,0,0,0,1,9140.849127733147,228168.37020113936,2023-02-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0.555,2.9899,-0.48118,0,0.5,0.0,3,62398346,62875416,CADPS
6682,ENSG00000099194,3,2,1,0,0,1,96212.56699204071,278498.5074409075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0.758,3.2877,1.1124,4,0.5,-1.0,10,100347233,100364826,SCD
6683,ENSG00000134365,3,2,1,1,0,1,31971.308488731265,378712.0243337037,2024-07-19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,-0.204,0.58343,-0.34267,1,1.0,1.0,1,196888014,196918795,CFHR4
6684,ENSG00000159592,2,2,0,0,0,1,195005.6685718255,396735.32121509424,2022-06-03,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.38099998,0.17273,-1.0441,0,-1.0,-1.0,1,45627304,45688113,GPBP1L1
6685,ENSG00000257727,2,2,1,0,0,0,77781.5808168603,718784.6890415357,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,-0.039000034,0.75635,0.48209,0,-1.0,-1.0,12,56309842,56316119,CNPY2
